Player Name,Total Clubs Played For,Clubs Played For
Youssef H. Williams,7,"Newcastle United, Sevilla, Boca Juniors, VfL Wolfsburg, Athletic Bilbao, Chelsea, Bayer Leverkusen"
Paul B. Nieuwenhuis,3,"AS Roma, Bayer Leverkusen, Tottenham Hotspur"
Gavi F. Davies,3,"Manchester City, Real Sociedad, Monaco"
Liam S. Laurent,6,"Real Madrid, Real Betis, Manchester City, Tottenham Hotspur, Eintracht Frankfurt, Napoli"
Sebastian G. Schulz,1,Real Sociedad
Axel J. Michel,5,"Monaco, SS Lazio, Inter Miami, Sevilla, Lille"
Gianluigi E. Rojas,3,"Boca Juniors, Flamengo, Atlanta United"
Luka R. Martinez,1,Atalanta
Josko P. Hoffmann,2,"Inter Milan, Al-Nassr"
Pedri E. Leroy,6,"Besiktas, Al-Ittihad, Atletico Madrid, Al-Ahli, Schalke 04, Newcastle United"
Gabriel M. Weber,1,Celtic
Ethan V. Fischer,1,Besiktas
Iker J. Smit,3,"Al-Ahli, Rennes, Getafe"
Luka S. Perez,4,"Al-Nassr, Atalanta, BRAGA, LA Galaxy"
Rafael M. Meyer,6,"Real Sociedad, Flamengo, Sporting CP, Juventus, Celtic, Liverpool"
Kevin Roberts,6,"Fiorentina, São Paulo, Inter Miami, Galatasaray, Lyon, Bayer Leverkusen"
Bernardo G. De Jong,7,"Newcastle United, Grêmio, Fiorentina, LAFC, Tottenham Hotspur, Corinthians, AC Milan"
Hugo L. Moreno,7,"Lille, Bologna, Aston Villa, Santos, Lyon, Rennes, West Ham United"
Jan M. Müller,6,"Arsenal, Juventus, Inter Milan, Flamengo, Getafe, Ajax"
Carlos H. Vasquez,3,"Newcastle United, Feyenoord, Galatasaray"
Filip B. Williams,7,"Corinthians, Real Madrid, Fenerbahce, BRAGA, Arsenal, Al-Ittihad, RB Leipzig"
Kacper M. Gomez,6,"RB Leipzig, Valencia, Besiktas, West Ham United, Arsenal, Benfica"
Santiago M. Smit,5,"Inter Milan, Borussia Dortmund, RB Leipzig, PSV Eindhoven, Real Sociedad"
Nicolò J. Perez,4,"Flamengo, Boca Juniors, Inter Miami, PSV Eindhoven"
Gabriel M. Moreno,4,"Boca Juniors, Benfica, LAFC, Liverpool"
Liam N. Roux,6,"Palmeiras, Flamengo, Real Madrid, Santos, Shakhtar Donetsk, Bologna"
Kacper H. Jansen,1,Fluminense
Ivan E. Roberts,2,"Monaco, VfL Wolfsburg"
Carlos A. Rossi,2,"Real Sociedad, Ajax"
Julian E. Bianchi,4,"Borussia Dortmund, Chelsea, Napoli, Santos"
Gavi R. Weber,7,"Al-Hilal, AS Roma, River Plate, Everton, SS Lazio, BRAGA, Athletic Bilbao"
Gianluigi G. Colombo,6,"FC Porto, Newcastle United, Monaco, Paris Saint-Germain, Eintracht Frankfurt, Nice"
David L. Esposito,3,"Fiorentina, Ajax, Flamengo"
Bruno K. Santos,7,"Athletic Bilbao, Wolverhampton, Palmeiras, Borussia Dortmund, Al-Nassr, Paris Saint-Germain, Feyenoord"
Filip F. Schmidt,2,"Marseille, Nice"
Kacper T. Vasquez,3,"Grêmio, Getafe, Boca Juniors"
Sebastian H. Flores,5,"Boca Juniors, Aston Villa, AS Roma, Lyon, Palmeiras"
Kofi P. Rojas,6,"Ajax, Sporting CP, São Paulo, AS Roma, Manchester United, Corinthians"
Noah L. Williams,4,"River Plate, Atletico Madrid, Chelsea, LAFC"
Tariq M. Laurent,4,"Nice, Celtic, West Ham United, Dynamo Kyiv"
Tariq V. Flores,4,"Santos, Sevilla, Bologna, Flamengo"
Virgil V. Wilson,4,"Marseille, Schalke 04, Inter Miami, AS Roma"
Nicolas F. Fischer,1,Fiorentina
Sebastian G. Meyer,1,Villarreal
Nathan H. Torres,5,"PSV Eindhoven, Besiktas, São Paulo, Real Betis, Rangers"
Oluwaseun P. Dubois,3,"FC Porto, AC Milan, Fluminense"
Pedri N. Schmidt,2,"Besiktas, São Paulo"
João J. Van Dijk,3,"Inter Milan, Shakhtar Donetsk, Paris Saint-Germain"
Oluwaseun E. Schmidt,5,"AC Milan, Borussia Mönchengladbach, Santos, Manchester City, FC Porto"
Lukas H. Flores,7,"Aston Villa, AC Milan, Manchester City, Paris Saint-Germain, Valencia, Rennes, Nice"
Federico M. Smith,7,"River Plate, AC Milan, Brighton & Hove Albion, Boca Juniors, Valencia, Shakhtar Donetsk, SS Lazio"
Diogo K. Wagner,3,"Benfica, Valencia, Atalanta"
Jakub R. Rojas,4,"Monaco, Villarreal, São Paulo, Lyon"
Xavi R. Schmidt,5,"VfL Wolfsburg, Brighton & Hove Albion, Rangers, Manchester United, AC Milan"
Dries D. Bakker,4,"PSV Eindhoven, Olympiacos, Bologna, Manchester City"
Jan H. Jones,4,"Galatasaray, Rangers, Bayern Munich, Fluminense"
Adrian K. Dubois,4,"Bayern Munich, Valencia, Chelsea, Corinthians"
Cody V. Williams,5,"Rangers, West Ham United, Newcastle United, Lyon, Sevilla"
Marco K. Fischer,5,"VfL Wolfsburg, Boca Juniors, Ajax, Paris Saint-Germain, River Plate"
Santiago H. Silva,3,"Borussia Dortmund, Real Madrid, Rangers"
Hugo C. Visser,7,"Fiorentina, Chelsea, Atletico Madrid, Wolverhampton, Palmeiras, Fenerbahce, Borussia Mönchengladbach"
Federico K. Van Dijk,6,"Getafe, Brighton & Hove Albion, Fiorentina, Borussia Mönchengladbach, Bologna, Shakhtar Donetsk"
Paul L. Becker,1,Fluminense
Diego S. Van Dijk,6,"Celtic, Sevilla, Fiorentina, Getafe, Al-Nassr, Boca Juniors"
Ivan A. Roberts,4,"Brighton & Hove Albion, PSV Eindhoven, Al-Ittihad, AS Roma"
Leonardo L. Gomez,6,"RB Leipzig, AS Roma, Al-Ittihad, Fluminense, Paris Saint-Germain, FC Porto"
Josko A. Gonzales,2,"Getafe, Besiktas"
Diego F. Lopez,1,Brighton & Hove Albion
Axel P. De Bruyne,2,"Dynamo Kyiv, Valencia"
Jan K. Bianchi,7,"Barcelona, Atalanta, Rangers, São Paulo, Juventus, Boca Juniors, Dynamo Kyiv"
Oliver R. Diaz,7,"Marseille, Fenerbahce, Valencia, Wolverhampton, Manchester City, Juventus, Atalanta"
Louis P. Fischer,7,"Juventus, LA Galaxy, Corinthians, River Plate, Bayern Munich, Besiktas, Al-Ahli"
Daniel V. Bertrand,3,"Chelsea, Shakhtar Donetsk, Lille"
Pedri L. Nieuwenhuis,2,"Tottenham Hotspur, Valencia"
Sandro T. Ramirez,7,"Getafe, Al-Ittihad, Benfica, Real Madrid, Inter Milan, LA Galaxy, SS Lazio"
Miklós G. Colombo,7,"Real Sociedad, Liverpool, Al-Nassr, Villarreal, Marseille, Monaco, Aston Villa"
Josko T. Jansen,5,"Schalke 04, Villarreal, Besiktas, Bayer Leverkusen, Manchester City"
Thibaut A. Vasquez,2,"Torino, Corinthians"
Kofi J. Bakker,6,"Eintracht Frankfurt, Borussia Mönchengladbach, Wolverhampton, Real Sociedad, Palmeiras, LA Galaxy"
Ciro H. Simon,5,"Rangers, Corinthians, Rennes, Palmeiras, Chelsea"
Adrian R. Alvarez,5,"Liverpool, Boca Juniors, BRAGA, Arsenal, Lyon"
Stefan A. De Bruyne,5,"PSV Eindhoven, Marseille, Fluminense, Liverpool, Athletic Bilbao"
Ivan J. Torres,6,"AS Roma, Lille, Sevilla, Bayer Leverkusen, Al-Ahli, Liverpool"
Giorgio S. Moreau,4,"Napoli, Fenerbahce, Schalke 04, Paris Saint-Germain"
Paul Schmidt,2,"Real Betis, FC Porto"
Amir V. David,3,"Monaco, Benfica, Al-Nassr"
Youssef K. Bruno,2,"Wolverhampton, Sporting CP"
João C. Visser,6,"Barcelona, Monaco, Newcastle United, Al-Ahli, Rangers, Fluminense"
Ciro M. Nieuwenhuis,3,"São Paulo, Barcelona, Ajax"
Dominik V. Ferrari,5,"Bayer Leverkusen, Santos, Inter Milan, Celtic, Atlanta United"
David C. Sanchez,4,"Real Madrid, Corinthians, Palmeiras, West Ham United"
Josko L. David,7,"AC Milan, Bologna, Tottenham Hotspur, Sevilla, AS Roma, Athletic Bilbao, Paris Saint-Germain"
Oluwaseun Gomez,3,"Real Betis, Juventus, Eintracht Frankfurt"
Iker T. Schulz,6,"Al-Nassr, Eintracht Frankfurt, Inter Miami, Schalke 04, Villarreal, Bologna"
Toby D. Smit,4,"Valencia, Everton, Brighton & Hove Albion, Atlanta United"
Kwame G. Silva,3,"Newcastle United, Feyenoord, Marseille"
Eden D. Visser,3,"AS Roma, Liverpool, Atletico Madrid"
Nicolas D. Evans,6,"Liverpool, Al-Ahli, Manchester United, Nice, Olympiacos, Eintracht Frankfurt"
Lucas J. Schulz,7,"RB Leipzig, LAFC, Galatasaray, Getafe, Bayern Munich, Brighton & Hove Albion, Nice"
Daniel A. Vasquez,6,"Valencia, Napoli, Sevilla, Paris Saint-Germain, Newcastle United, Atlanta United"
Tiago P. Bruno,1,Manchester United
Nathan P. Gonzales,4,"Manchester City, Newcastle United, Bayern Munich, Boca Juniors"
Carlos V. Moreno,6,"Bayern Munich, Al-Ittihad, Grêmio, Getafe, Juventus, Al-Hilal"
Sandro P. Ramirez,7,"Torino, Inter Miami, Palmeiras, Fiorentina, Barcelona, Chelsea, Bayer Leverkusen"
Leonardo C. Silva,5,"Al-Ahli, Real Madrid, Borussia Dortmund, Sporting CP, LAFC"
Chidi F. Brown,2,"River Plate, Villarreal"
Eden B. Hernandez,6,"Manchester United, Real Sociedad, River Plate, Monaco, Brighton & Hove Albion, Celtic"
Jakub V. Bianchi,3,"Manchester United, Sporting CP, Nice"
Elias T. Bakker,7,"Brighton & Hove Albion, LAFC, Santos, Ajax, Al-Ittihad, Atletico Madrid, Atalanta"
Stefan J. Moreau,5,"Galatasaray, Bayer Leverkusen, Real Madrid, LAFC, SS Lazio"
Ethan L. Hernandez,2,"Atalanta, São Paulo"
Kofi H. De Jong,3,"Shakhtar Donetsk, Everton, Lille"
Jan C. Thomas,3,"Al-Ahli, Grêmio, Liverpool"
Oliver V. Thomas,7,"Celtic, Torino, Bayer Leverkusen, Borussia Dortmund, Real Madrid, Everton, VfL Wolfsburg"
Luka N. Gonzales,2,"Al-Nassr, BRAGA"
Santiago Silva,3,"Manchester City, Getafe, Bayer Leverkusen"
João A. Esposito,7,"Al-Nassr, Paris Saint-Germain, Boca Juniors, PSV Eindhoven, Grêmio, Fenerbahce, Rangers"
Axel P. Wagner,1,Feyenoord
Paul N. Bruno,3,"Flamengo, Borussia Mönchengladbach, Benfica"
Sebastian R. Fischer,7,"Barcelona, Real Madrid, Palmeiras, Benfica, Liverpool, Rangers, Real Sociedad"
Bernardo J. Rodriguez,5,"Barcelona, Marseille, Real Sociedad, Manchester United, Liverpool"
Sven T. Schulz,1,Lyon
Mason P. Rojas,5,"BRAGA, West Ham United, LA Galaxy, Tottenham Hotspur, Paris Saint-Germain"
Felix E. Simon,6,"Atalanta, Real Betis, West Ham United, VfL Wolfsburg, Getafe, Barcelona"
Axel L. Davies,6,"Fluminense, Getafe, Torino, West Ham United, SS Lazio, Al-Hilal"
Gabriel T. Evans,3,"Bayer Leverkusen, Valencia, LAFC"
Youssef E. Visser,5,"Athletic Bilbao, Real Sociedad, Sporting CP, Al-Hilal, Newcastle United"
Santiago A. Ferrari,1,São Paulo
Carlos L. Visser,1,RB Leipzig
Paul P. Bakker,2,"River Plate, Grêmio"
Diogo V. Schulz,1,Shakhtar Donetsk
Axel Williams,3,"Manchester United, Sporting CP, LA Galaxy"
Eden B. De Jong,3,"Corinthians, Lyon, Dynamo Kyiv"
Romelu B. Moreau,4,"Flamengo, Feyenoord, AC Milan, Athletic Bilbao"
Toby C. Lopez,2,"Everton, Celtic"
Kacper D. Evans,6,"Brighton & Hove Albion, Grêmio, Inter Miami, Arsenal, Bologna, Napoli"
Benjamin P. Vasquez,4,"Al-Ittihad, FC Porto, Rangers, Inter Milan"
João H. Schneider,2,"Inter Milan, Ajax"
Kofi M. Vasquez,5,"BRAGA, Boca Juniors, River Plate, West Ham United, Corinthians"
Bruno C. Bianchi,4,"Dynamo Kyiv, Palmeiras, Liverpool, Santos"
Noah L. Evans,2,"Galatasaray, FC Porto"
Dominik C. Simon,3,"Benfica, Atletico Madrid, Al-Hilal"
Xavi V. Ricci,4,"Paris Saint-Germain, Sevilla, Getafe, Flamengo"
Ethan L. Gomez,4,"Dynamo Kyiv, Nice, Al-Ahli, AS Roma"
David F. Thomas,5,"Manchester United, Bologna, Marseille, Atalanta, Palmeiras"
Kwame T. Hernandez,6,"Chelsea, Atletico Madrid, Palmeiras, Atlanta United, Eintracht Frankfurt, Marseille"
Leonardo H. Moreno,4,"LA Galaxy, VfL Wolfsburg, Dynamo Kyiv, Atlanta United"
Elias H. Marino,7,"Sevilla, Palmeiras, Paris Saint-Germain, Borussia Dortmund, Olympiacos, PSV Eindhoven, Rennes"
Hiroshi C. Thomas,3,"Shakhtar Donetsk, Palmeiras, Santos"
Sven A. Rossi,4,"FC Porto, São Paulo, Brighton & Hove Albion, Inter Miami"
Jakub B. Schmidt,6,"São Paulo, Dynamo Kyiv, Celtic, Atletico Madrid, Napoli, Barcelona"
Ethan C. Roux,3,"Santos, Wolverhampton, Athletic Bilbao"
Kwame P. Michel,5,"FC Porto, Santos, Marseille, Brighton & Hove Albion, Schalke 04"
Jan B. Weber,3,"Besiktas, Athletic Bilbao, Monaco"
Alessandro R. Hoffmann,7,"Real Sociedad, Brighton & Hove Albion, Borussia Mönchengladbach, BRAGA, Shakhtar Donetsk, Al-Ittihad, Monaco"
David J. Rojas,7,"Real Madrid, Manchester United, Valencia, Getafe, Marseille, Eintracht Frankfurt, Juventus"
Gavi P. Williams,5,"Chelsea, Newcastle United, SS Lazio, Atalanta, Fiorentina"
Sven M. Greco,3,"Fluminense, Al-Hilal, AC Milan"
Axel V. Williams,4,"Fiorentina, River Plate, Arsenal, LAFC"
Amir D. Romano,7,"RB Leipzig, Brighton & Hove Albion, LAFC, Grêmio, Liverpool, Athletic Bilbao, Corinthians"
Xavi S. Sanchez,6,"Boca Juniors, Fluminense, PSV Eindhoven, Napoli, Wolverhampton, Monaco"
Kenji V. Moreau,4,"Bayer Leverkusen, Athletic Bilbao, Dynamo Kyiv, RB Leipzig"
Jakub S. Ricci,5,"Boca Juniors, Besiktas, Palmeiras, LAFC, Chelsea"
Mateo G. Fischer,2,"Paris Saint-Germain, Flamengo"
Felix K. Jones,2,"Athletic Bilbao, Getafe"
Louis M. Torres,6,"Bologna, Marseille, Rangers, Wolverhampton, Flamengo, Al-Ittihad"
Nicolò E. Schneider,7,"SS Lazio, Manchester City, Paris Saint-Germain, Athletic Bilbao, Galatasaray, Bayer Leverkusen, Napoli"
Nicolas L. Wilson,7,"Shakhtar Donetsk, Galatasaray, Aston Villa, Manchester United, Bayern Munich, Real Sociedad, RB Leipzig"
Kwame Jones,6,"Galatasaray, Feyenoord, Atalanta, Getafe, Al-Ittihad, Napoli"
Julian G. Gonzales,2,"Getafe, River Plate"
Dominik N. Fischer,5,"Juventus, Manchester City, Everton, Manchester United, Flamengo"
Adrian B. De Bruyne,7,"Sporting CP, Flamengo, Villarreal, Palmeiras, Boca Juniors, Torino, Manchester United"
Kofi G. Rojas,5,"Inter Miami, Arsenal, Flamengo, Eintracht Frankfurt, Fenerbahce"
Samuel V. Bakker,7,"Sevilla, Eintracht Frankfurt, Nice, Bayern Munich, Schalke 04, Al-Ittihad, Galatasaray"
Josko V. Flores,3,"Atalanta, Newcastle United, Everton"
Leonardo S. Fernandez,4,"West Ham United, Flamengo, Lyon, Real Madrid"
Diego B. Gomez,2,"Liverpool, Fiorentina"
Marco M. Leroy,2,"São Paulo, Athletic Bilbao"
Alessandro G. Esposito,4,"Everton, Monaco, PSV Eindhoven, Benfica"
Jonas F. Evans,2,"VfL Wolfsburg, Chelsea"
Rafael H. Hernandez,7,"Liverpool, Celtic, Grêmio, PSV Eindhoven, AC Milan, Feyenoord, Atalanta"
Giorgio M. Taylor,3,"Bayern Munich, Real Sociedad, Tottenham Hotspur"
Julian Schulz,5,"RB Leipzig, Aston Villa, Chelsea, Rangers, Liverpool"
Rafael Brown,4,"SS Lazio, Schalke 04, FC Porto, Boca Juniors"
Pedri C. De Bruyne,2,"Inter Miami, Real Sociedad"
Kevin L. Silva,6,"Real Madrid, Bologna, Liverpool, Arsenal, Wolverhampton, Atalanta"
Toby A. Wagner,2,"Atalanta, Atlanta United"
Stefan B. Vasquez,3,"Nice, Palmeiras, VfL Wolfsburg"
Oluwaseun M. Colombo,5,"Atalanta, Rennes, Eintracht Frankfurt, Liverpool, Wolverhampton"
Dries P. Visser,5,"Corinthians, Atletico Madrid, Tottenham Hotspur, Chelsea, Lille"
Luka G. Martinez,3,"Borussia Mönchengladbach, River Plate, Inter Milan"
Frenkie Laurent,7,"Fiorentina, Fluminense, Bologna, Dynamo Kyiv, VfL Wolfsburg, Rangers, AC Milan"
Sandro N. De Jong,2,"AS Roma, Wolverhampton"
Gonçalo E. Taylor,3,"Barcelona, Wolverhampton, Santos"
Jonas V. Wilson,5,"Bayern Munich, Grêmio, Marseille, Fiorentina, LAFC"
Santiago N. Silva,7,"Barcelona, Palmeiras, SS Lazio, Villarreal, Inter Milan, BRAGA, Dynamo Kyiv"
Xavi J. Lopez,1,Napoli
Luka T. Bianchi,3,"Bayer Leverkusen, Getafe, Grêmio"
Frenkie M. Meyer,3,"Bayern Munich, Atalanta, Sporting CP"
Luka E. Schulz,4,"Bayern Munich, Ajax, Manchester City, VfL Wolfsburg"
Nicolò A. Ramirez,4,"Boca Juniors, Sevilla, Lyon, LA Galaxy"
Andrei E. Garcia,7,"Fenerbahce, Lille, Al-Nassr, Olympiacos, Manchester City, Al-Ittihad, Eintracht Frankfurt"
Luka M. Leroy,2,"Benfica, LAFC"
Andrei D. Ferrari,7,"Newcastle United, Dynamo Kyiv, Nice, Villarreal, Sporting CP, Corinthians, Al-Ittihad"
Kwame G. Esposito,7,"Manchester United, Rangers, Sevilla, Galatasaray, Besiktas, Inter Milan, Atalanta"
Hiroshi S. Esposito,4,"Ajax, Inter Miami, SS Lazio, Flamengo"
Louis E. De Jong,3,"Atalanta, Eintracht Frankfurt, Sporting CP"
Sven E. Esposito,2,"Real Madrid, Rangers"
Nathan J. Bianchi,1,BRAGA
Jan A. Smit,5,"Chelsea, Eintracht Frankfurt, Borussia Dortmund, Bayern Munich, Monaco"
Youssef Leroy,2,"Manchester United, Schalke 04"
Lorenzo T. Romano,5,"Manchester United, Fluminense, Monaco, Wolverhampton, LA Galaxy"
Romelu Smith,2,"AC Milan, FC Porto"
Carlos M. Becker,3,"Al-Nassr, Atletico Madrid, Lyon"
Tariq C. Smith,5,"FC Porto, LA Galaxy, Marseille, Ajax, Santos"
Arthur P. Gomez,3,"Olympiacos, Real Madrid, Arsenal"
Lorenzo L. Simon,5,"Lille, West Ham United, Barcelona, Torino, LAFC"
Mateo L. Romano,7,"Marseille, Al-Ahli, River Plate, Newcastle United, Shakhtar Donetsk, Besiktas, Wolverhampton"
Paul K. Müller,5,"River Plate, Real Madrid, Napoli, VfL Wolfsburg, Real Sociedad"
Oluwaseun H. Perez,3,"Real Madrid, Sevilla, Fluminense"
Paul A. Lefebvre,4,"Napoli, Al-Ittihad, São Paulo, Aston Villa"
Kwame P. Laurent,4,"Aston Villa, Al-Ittihad, AS Roma, Ajax"
Liam A. Brown,6,"Atletico Madrid, Real Sociedad, Nice, Galatasaray, Corinthians, Lyon"
Gabriel F. Gomez,6,"FC Porto, Atlanta United, Bayer Leverkusen, SS Lazio, Bayern Munich, AC Milan"
Frenkie P. Greco,6,"Lille, Atlanta United, Sporting CP, Rangers, Wolverhampton, Manchester United"
Julian F. Schneider,6,"Atletico Madrid, Grêmio, Flamengo, LA Galaxy, Aston Villa, Sevilla"
Federico K. Rodriguez,7,"LA Galaxy, Arsenal, AS Roma, Tottenham Hotspur, Celtic, Bayer Leverkusen, Real Madrid"
Lorenzo B. Williams,6,"Tottenham Hotspur, São Paulo, Marseille, Valencia, Inter Milan, Grêmio"
Eden B. Bianchi,4,"Atalanta, LAFC, Al-Ahli, Napoli"
David M. Bertrand,7,"Napoli, Eintracht Frankfurt, Atalanta, LAFC, Tottenham Hotspur, Liverpool, PSV Eindhoven"
Arthur H. Roberts,1,Aston Villa
Santiago M. Dubois,6,"Juventus, Barcelona, Real Betis, Liverpool, LAFC, Shakhtar Donetsk"
Adrian M. Fischer,2,"Galatasaray, SS Lazio"
Xavi S. Schmidt,5,"Eintracht Frankfurt, Barcelona, Rangers, Villarreal, West Ham United"
Leonardo S. Gomez,6,"Borussia Mönchengladbach, Napoli, Villarreal, Grêmio, RB Leipzig, Fiorentina"
Gabriel G. Moreau,7,"Bayern Munich, Inter Miami, Rennes, Borussia Mönchengladbach, River Plate, BRAGA, Corinthians"
Kenji F. De Bruyne,5,"Rangers, Atalanta, Al-Hilal, Dynamo Kyiv, LAFC"
Rafael D. Martinez,5,"Atlanta United, Villarreal, LAFC, Fenerbahce, Rangers"
Marco A. Schmidt,6,"Newcastle United, Inter Miami, Eintracht Frankfurt, Dynamo Kyiv, Shakhtar Donetsk, Galatasaray"
Filip J. Evans,4,"Borussia Mönchengladbach, Galatasaray, Atletico Madrid, Bayern Munich"
Maximilian C. David,2,"VfL Wolfsburg, Manchester United"
Toby B. David,6,"Torino, Bologna, West Ham United, VfL Wolfsburg, Lyon, Manchester City"
Sebastian C. Müller,1,Boca Juniors
Federico A. Lefebvre,2,"Real Betis, Chelsea"
Sandro E. Jansen,7,"Al-Nassr, Borussia Dortmund, Inter Miami, Besiktas, Atlanta United, Everton, Bayern Munich"
Samuel R. Laurent,7,"AS Roma, Arsenal, Benfica, Athletic Bilbao, Schalke 04, Corinthians, Rennes"
Santiago M. Schmidt,2,"AS Roma, VfL Wolfsburg"
Oluwaseun K. Perez,5,"São Paulo, SS Lazio, Lyon, Marseille, Newcastle United"
Jan D. Flores,5,"Al-Hilal, Getafe, Benfica, FC Porto, Dynamo Kyiv"
Bruno P. Fischer,3,"LA Galaxy, Arsenal, PSV Eindhoven"
Lorenzo H. Gomez,4,"Borussia Mönchengladbach, Atletico Madrid, Olympiacos, Newcastle United"
Romelu J. Becker,1,Getafe
Ethan H. Rodriguez,5,"Arsenal, Chelsea, AC Milan, Valencia, Real Madrid"
Stefan H. Evans,1,Everton
Gabriel De Bruyne,6,"Napoli, Atlanta United, Borussia Mönchengladbach, Galatasaray, Flamengo, Arsenal"
Stefan Marino,4,"RB Leipzig, LAFC, Eintracht Frankfurt, Bologna"
Amir H. Fernandez,3,"Eintracht Frankfurt, BRAGA, São Paulo"
Felix A. De Jong,6,"Fiorentina, Al-Hilal, Feyenoord, Al-Nassr, Fluminense, FC Porto"
Kevin C. Laurent,6,"Everton, Liverpool, VfL Wolfsburg, Al-Nassr, LAFC, Galatasaray"
Gabriel N. Sanchez,5,"Bologna, Bayer Leverkusen, Fluminense, LA Galaxy, West Ham United"
Jakub V. Bertrand,4,"Valencia, Lille, Galatasaray, Feyenoord"
Kofi J. Müller,4,"AC Milan, Atletico Madrid, Villarreal, Sevilla"
Lucas Roberts,7,"Al-Ahli, RB Leipzig, Al-Nassr, Santos, Boca Juniors, Fenerbahce, Feyenoord"
Rafael M. Brown,3,"LAFC, Bayer Leverkusen, Atalanta"
Miklós A. Colombo,3,"Al-Ahli, Ajax, Grêmio"
Mateo S. Gomez,3,"Rennes, PSV Eindhoven, Bayer Leverkusen"
Oliver A. De Jong,3,"Olympiacos, Al-Hilal, Bayern Munich"
Sandro L. Fischer,1,Corinthians
Frenkie D. Marino,4,"RB Leipzig, Napoli, Everton, Liverpool"
Nicolas B. Becker,2,"Benfica, Manchester City"
Alessandro D. Bertrand,2,"Manchester City, Bologna"
Maximilian H. Lopez,4,"VfL Wolfsburg, Manchester City, Real Madrid, Atletico Madrid"
Xavi P. Smith,4,"São Paulo, Olympiacos, Lille, Manchester United"
Igor D. Fischer,5,"Brighton & Hove Albion, Atlanta United, Flamengo, Rangers, Atalanta"
Ethan R. Gonzales,6,"Shakhtar Donetsk, Al-Ahli, Manchester City, Lille, Al-Nassr, Real Sociedad"
Adrian Alvarez,4,"Valencia, Celtic, Fenerbahce, Flamengo"
João G. Schulz,6,"Lyon, Galatasaray, Fluminense, Rennes, Liverpool, Flamengo"
Ivan M. Bruno,4,"Everton, Nice, Napoli, River Plate"
Bruno B. Schneider,4,"Besiktas, Corinthians, Real Madrid, Newcastle United"
Xavi R. Roux,3,"Real Sociedad, LAFC, Lyon"
Sebastian V. Schulz,2,"Inter Milan, SS Lazio"
Oluwaseun T. Van Dijk,2,"Grêmio, Shakhtar Donetsk"
Jan V. Schulz,4,"Monaco, Eintracht Frankfurt, Grêmio, Juventus"
Gonçalo T. Roux,7,"Wolverhampton, Chelsea, FC Porto, Santos, Sevilla, Fluminense, Valencia"
Xavi V. Roberts,1,Grêmio
Eden C. Van Dijk,1,LA Galaxy
Louis J. Rodriguez,2,"LA Galaxy, Tottenham Hotspur"
Rafael T. Diaz,5,"Arsenal, Al-Hilal, Shakhtar Donetsk, Sevilla, SS Lazio"
Jan A. Greco,7,"Nice, Benfica, Liverpool, Grêmio, Borussia Mönchengladbach, Fluminense, BRAGA"
Elias L. Ferrari,6,"Borussia Mönchengladbach, Wolverhampton, Galatasaray, Real Madrid, Al-Hilal, AS Roma"
Eden B. Ricci,3,"Juventus, LAFC, Arsenal"
Kwame C. Ricci,1,West Ham United
Alexander C. Müller,5,"Sporting CP, LAFC, Inter Miami, AC Milan, PSV Eindhoven"
Stefan B. Gomez,3,"Grêmio, Everton, AS Roma"
Marco Moreno,5,"Benfica, Wolverhampton, Real Betis, Fluminense, Liverpool"
Alexander L. Jones,3,"West Ham United, Galatasaray, Fenerbahce"
Chidi B. Wilson,3,"Bayer Leverkusen, Fluminense, Bologna"
Filip G. Schneider,3,"Juventus, Inter Miami, Paris Saint-Germain"
Miklós N. Torres,2,"Dynamo Kyiv, Chelsea"
Filip B. Perez,1,Borussia Dortmund
Stefan G. Sanchez,6,"River Plate, Liverpool, Bayern Munich, PSV Eindhoven, Fiorentina, Manchester United"
Tiago H. Michel,1,AS Roma
Santiago L. Müller,3,"Borussia Dortmund, Atlanta United, Aston Villa"
Jonas V. Greco,6,"Real Madrid, Benfica, Olympiacos, Brighton & Hove Albion, Bayern Munich, Rennes"
Mason G. Ferrari,1,Real Sociedad
Youssef E. Rossi,1,Corinthians
Andrei S. Weber,4,"Atalanta, Wolverhampton, SS Lazio, Ajax"
Cody A. Bakker,6,"Flamengo, Real Betis, Al-Hilal, Marseille, Ajax, Newcastle United"
Jakub J. Michel,5,"Palmeiras, Nice, Atalanta, Inter Miami, Lyon"
Ciro S. Visser,5,"Real Sociedad, Rennes, São Paulo, Palmeiras, Barcelona"
Kofi J. Gomez,6,"Bologna, Aston Villa, Real Betis, Inter Milan, Athletic Bilbao, Besiktas"
Jakub K. Marino,5,"Flamengo, Manchester City, Grêmio, Manchester United, Atalanta"
Oliver B. Moreno,3,"SS Lazio, AS Roma, Shakhtar Donetsk"
Leonardo F. Fernandez,2,"AC Milan, Borussia Dortmund"
Stefan P. Bakker,6,"Atletico Madrid, Real Betis, Liverpool, VfL Wolfsburg, Getafe, Corinthians"
Toby A. Bruno,2,"FC Porto, Getafe"
Dominik S. Taylor,2,"Corinthians, Atletico Madrid"
Jan V. Perez,4,"Bologna, Villarreal, LA Galaxy, Juventus"
Filip Fernandez,6,"Santos, Lyon, AS Roma, Fenerbahce, Al-Ahli, Eintracht Frankfurt"
Iker F. Bertrand,4,"Al-Ittihad, Juventus, Santos, Lyon"
